CGPA,GPA,Attendance Percentage,Assignment Due Days,Project Due Days,Fees Due,Attendance Alert,GPA Alert,CGPA Alert,Assignment Alert,Project Alert,Fee Alert
5.56,7.99,52,2,0,0,1,0,1,0,1,0
5.38,9.67,54,10,20,0,1,0,1,0,0,0
7.44,6.4,96,10,5,0,0,0,0,0,1,0
5.97,9.22,89,3,9,1,0,0,1,0,0,1
9.1,5.53,84,4,19,0,0,1,0,0,0,0
5.38,7.98,62,3,6,0,1,0,1,0,1,0
6.41,7.87,96,6,11,1,0,0,0,0,0,1
7.99,7.48,86,2,4,1,0,0,0,0,1,1
5.85,8.5,94,7,6,1,0,0,1,0,1,1
6.17,8.46,62,1,3,1,1,0,0,1,1,1
9.0,9.41,92,6,10,1,0,0,0,0,0,1
8.0,5.5,70,7,6,1,0,1,0,0,1,1
6.06,8.1,99,10,18,1,0,0,0,0,0,1
5.57,6.41,62,7,16,0,1,0,1,0,0,0
8.01,5.06,53,3,0,1,1,1,0,0,1,1
8.41,9.51,83,0,13,1,0,0,0,1,0,1
8.15,6.84,87,10,12,0,0,0,0,0,0,0
9.21,5.49,76,7,12,1,0,1,0,0,0,1
9.43,7.72,90,4,9,0,0,0,0,0,0,0
5.96,9.59,76,2,2,1,0,0,1,0,1,1
6.17,9.39,63,9,10,0,1,0,0,0,0,0
7.05,9.67,58,9,18,0,1,0,0,0,0,0
6.57,6.44,93,7,6,1,0,0,0,0,1,1
7.88,6.91,51,7,11,0,1,0,0,0,0,0
5.78,6.55,67,9,18,0,1,0,1,0,0,0
8.61,9.69,79,4,14,0,0,0,0,0,0,0
8.27,6.23,85,7,10,0,0,0,0,0,0,0
7.46,8.29,87,2,3,1,0,0,0,0,1,1
8.34,7.41,94,10,9,0,0,0,0,0,0,0
8.02,6.43,100,4,3,0,0,0,0,0,1,0
7.22,5.2,63,9,0,0,1,1,0,0,1,0
8.59,5.01,99,1,16,0,0,1,0,1,0,0
6.54,7.9,51,8,5,0,1,0,0,0,1,0
5.25,6.77,74,9,16,1,0,0,1,0,0,1
5.89,8.66,58,10,11,0,1,0,1,0,0,0
8.52,7.89,79,4,16,1,0,0,0,0,0,1
5.42,7.9,64,1,8,0,1,0,1,1,0,0
5.78,7.59,94,10,13,1,0,0,1,0,0,1
6.99,9.73,56,4,9,1,1,0,0,0,0,1
5.5,5.24,57,8,17,0,1,1,1,0,0,0
5.71,9.18,87,0,20,0,0,0,1,1,0,0
6.16,6.77,55,8,18,0,1,0,0,0,0,0
7.7,8.08,94,0,4,1,0,0,0,1,1,1
9.17,8.99,77,10,19,1,0,0,0,0,0,1
8.99,8.67,64,5,20,1,1,0,0,0,0,1
8.75,8.07,56,6,15,1,1,0,0,0,0,1
8.4,6.59,70,3,3,1,0,0,0,0,1,1
5.62,7.23,97,6,13,1,0,0,1,0,0,1
8.61,8.78,85,7,2,1,0,0,0,0,1,1
7.32,9.77,69,6,8,0,1,0,0,0,0,0
5.38,9.24,73,2,0,1,0,0,1,0,1,1
9.2,8.86,54,3,19,1,1,0,0,0,0,1
6.11,6.15,82,7,15,1,0,0,0,0,0,1
8.79,5.43,87,4,5,1,0,1,0,0,1,1
6.97,6.31,61,5,13,1,1,0,0,0,0,1
8.76,5.5,94,6,14,1,0,1,0,0,0,1
5.63,9.3,84,8,10,0,0,0,1,0,0,0
7.02,7.66,71,10,20,1,0,0,0,0,0,1
6.27,5.87,56,7,17,1,1,1,0,0,0,1
8.44,9.12,89,0,5,1,0,0,0,1,1,1
6.45,8.81,61,10,14,1,1,0,0,0,0,1
5.83,5.28,85,7,17,1,0,1,1,0,0,1
9.26,5.96,91,10,8,0,0,1,0,0,0,0
6.25,6.82,71,0,3,0,0,0,0,1,1,0
5.43,7.32,74,0,11,0,0,0,1,1,0,0
7.29,5.61,95,5,16,0,0,1,0,0,0,0
6.25,5.4,65,3,7,1,1,1,0,0,0,1
5.51,6.06,53,0,19,1,1,0,1,1,0,1
7.49,6.95,86,8,16,0,0,0,0,0,0,0
5.42,9.28,96,8,19,1,0,0,1,0,0,1
9.23,9.31,79,4,4,0,0,0,0,0,1,0
8.43,6.03,75,6,16,0,0,0,0,0,0,0
6.71,6.17,69,6,9,0,1,0,0,0,0,0
7.06,8.68,62,6,2,0,1,0,0,0,1,0
8.35,6.92,89,10,3,1,0,0,0,0,1,1
5.45,5.39,74,10,14,1,0,1,1,0,0,1
6.56,6.52,78,5,0,0,0,0,0,0,1,0
8.2,6.55,97,3,6,0,0,0,0,0,1,0
5.07,7.68,50,4,16,0,1,0,1,0,0,0
5.35,9.71,67,7,15,0,1,0,1,0,0,0
6.91,8.85,88,2,19,1,0,0,0,0,0,1
5.58,5.76,83,5,12,1,0,1,1,0,0,1
6.26,7.78,78,2,12,0,0,0,0,0,0,0
7.6,8.75,58,0,2,1,1,0,0,1,1,1
9.24,5.51,94,6,13,1,0,1,0,0,0,1
5.33,8.95,53,8,2,0,1,0,1,0,1,0
8.31,9.03,64,6,0,1,1,0,0,0,1,1
5.12,8.06,61,0,3,1,1,0,1,1,1,1
8.32,9.7,54,9,14,0,1,0,0,0,0,0
8.75,5.41,85,9,5,0,0,1,0,0,1,0
9.14,6.76,67,5,6,1,1,0,0,0,1,1
9.4,9.71,67,0,3,1,1,0,0,1,1,1
8.77,8.91,79,0,7,1,0,0,0,1,0,1
6.27,6.14,70,8,2,0,0,0,0,0,1,0
5.81,6.19,60,10,15,0,1,0,1,0,0,0
7.37,6.95,85,0,4,0,0,0,0,1,1,0
9.47,7.17,86,6,3,1,0,0,0,0,1,1
8.29,7.66,52,9,8,1,1,0,0,0,0,1
6.09,9.27,51,7,2,1,1,0,0,0,1,1
9.25,8.4,73,6,9,0,0,0,0,0,0,0
5.23,6.14,91,3,13,1,0,0,1,0,0,1
6.41,9.61,80,3,3,1,0,0,0,0,1,1
5.09,8.51,81,7,0,0,0,0,1,0,1,0
8.63,6.43,76,1,12,1,0,0,0,1,0,1
5.17,7.35,58,6,1,0,1,0,1,0,1,0
5.27,6.26,72,3,0,1,0,0,1,0,1,1
5.34,7.98,61,4,17,1,1,0,1,0,0,1
6.68,5.97,85,0,2,0,0,1,0,1,1,0
6.91,6.03,56,8,9,1,1,0,0,0,0,1
5.56,5.4,71,7,12,1,0,1,1,0,0,1
7.82,8.95,69,10,17,0,1,0,0,0,0,0
5.61,7.05,92,1,13,0,0,0,1,1,0,0
8.16,6.18,72,9,12,0,0,0,0,0,0,0
7.78,6.39,70,0,10,0,0,0,0,1,0,0
6.08,8.59,56,9,6,0,1,0,0,0,1,0
6.82,8.99,88,9,15,0,0,0,0,0,0,0
8.98,8.11,61,7,9,0,1,0,0,0,0,0
9.16,6.72,51,1,16,0,1,0,0,1,0,0
9.11,7.5,77,7,20,0,0,0,0,0,0,0
5.97,8.47,98,7,11,1,0,0,1,0,0,1
6.86,5.86,93,2,6,0,0,1,0,0,1,0
5.21,5.48,76,10,18,0,0,1,1,0,0,0
5.64,9.12,80,5,19,0,0,0,1,0,0,0
6.78,9.58,58,2,1,1,1,0,0,0,1,1
9.16,5.44,57,8,9,0,1,1,0,0,0,0
8.56,5.41,65,3,7,1,1,1,0,0,0,1
7.98,8.59,70,1,6,1,0,0,0,1,1,1
5.02,9.54,74,1,10,1,0,0,1,1,0,1
8.3,8.1,55,1,0,0,1,0,0,1,1,0
5.73,5.53,80,9,10,1,0,1,1,0,0,1
8.18,9.27,70,9,13,0,0,0,0,0,0,0
5.44,6.63,63,8,5,0,1,0,1,0,1,0
7.54,8.1,96,3,7,0,0,0,0,0,0,0
8.52,7.92,66,2,1,1,1,0,0,0,1,1
8.77,7.23,71,7,16,0,0,0,0,0,0,0
8.63,5.65,97,5,5,1,0,1,0,0,1,1
5.76,6.2,98,4,16,0,0,0,1,0,0,0
5.39,6.02,84,4,19,0,0,0,1,0,0,0
8.47,8.4,68,10,15,0,1,0,0,0,0,0
8.72,7.83,67,6,3,1,1,0,0,0,1,1
8.75,9.36,75,6,12,1,0,0,0,0,0,1
8.25,6.99,88,3,18,1,0,0,0,0,0,1
9.2,8.38,100,5,16,0,0,0,0,0,0,0
7.89,7.05,52,2,17,0,1,0,0,0,0,0
7.72,8.45,94,8,8,1,0,0,0,0,0,1
6.73,9.08,92,8,9,1,0,0,0,0,0,1
8.61,7.15,60,8,10,1,1,0,0,0,0,1
7.47,6.59,64,2,6,0,1,0,0,0,1,0
8.5,7.56,95,8,17,1,0,0,0,0,0,1
7.34,6.41,69,0,16,0,1,0,0,1,0,0
7.6,5.48,82,2,14,1,0,1,0,0,0,1
5.77,9.62,84,9,0,0,0,0,1,0,1,0
8.09,7.61,94,10,12,0,0,0,0,0,0,0
8.38,6.18,78,0,12,0,0,0,0,1,0,0
6.82,6.51,98,3,20,0,0,0,0,0,0,0
6.09,7.55,89,2,2,1,0,0,0,0,1,1
9.27,9.19,77,10,1,1,0,0,0,0,1,1
5.08,6.47,92,4,2,0,0,0,1,0,1,0
7.54,7.43,79,5,6,1,0,0,0,0,1,1
8.69,6.76,65,6,18,1,1,0,0,0,0,1
7.39,6.67,68,4,8,1,1,0,0,0,0,1
8.85,8.21,92,6,3,1,0,0,0,0,1,1
8.62,5.92,62,1,11,1,1,1,0,1,0,1
6.33,8.06,95,10,11,1,0,0,0,0,0,1
9.11,8.13,96,2,5,0,0,0,0,0,1,0
9.32,9.16,68,1,15,0,1,0,0,1,0,0
6.0,6.93,66,5,14,1,1,0,0,0,0,1
7.98,5.83,57,4,16,0,1,1,0,0,0,0
8.0,9.59,76,8,2,1,0,0,0,0,1,1
9.49,9.23,86,0,9,1,0,0,0,1,0,1
7.01,7.91,66,10,18,0,1,0,0,0,0,0
5.45,5.99,75,10,9,0,0,1,1,0,0,0
6.12,9.44,60,2,16,1,1,0,0,0,0,1
5.7,6.85,98,6,10,0,0,0,1,0,0,0
5.78,7.4,84,9,20,1,0,0,1,0,0,1
5.01,7.54,83,6,5,1,0,0,1,0,1,1
6.93,7.7,83,3,19,0,0,0,0,0,0,0
6.5,7.5,94,10,8,1,0,0,0,0,0,1
7.35,6.51,73,0,13,1,0,0,0,1,0,1
5.14,7.9,88,4,8,0,0,0,1,0,0,0
7.14,6.8,72,9,7,0,0,0,0,0,0,0
8.89,5.4,67,6,14,1,1,1,0,0,0,1
7.3,6.86,86,9,12,1,0,0,0,0,0,1
8.29,7.21,55,6,4,0,1,0,0,0,1,0
8.69,6.75,90,9,8,1,0,0,0,0,0,1
8.63,5.52,99,5,6,1,0,1,0,0,1,1
7.73,5.73,54,3,17,1,1,1,0,0,0,1
8.82,7.84,56,5,3,0,1,0,0,0,1,0
6.26,8.43,55,1,9,0,1,0,0,1,0,0
9.2,6.78,85,3,8,0,0,0,0,0,0,0
8.67,6.06,51,6,18,0,1,0,0,0,0,0
8.64,9.12,86,4,1,0,0,0,0,0,1,0
5.44,7.84,60,4,14,0,1,0,1,0,0,0
9.36,7.93,76,3,19,1,0,0,0,0,0,1
7.33,5.96,79,9,9,0,0,1,0,0,0,0
6.22,5.47,81,3,9,0,0,1,0,0,0,0
6.11,6.48,91,4,10,1,0,0,0,0,0,1
6.91,8.95,86,4,3,1,0,0,0,0,1,1
6.98,7.96,76,10,3,1,0,0,0,0,1,1
5.23,8.24,97,0,20,0,0,0,1,1,0,0
6.03,8.67,57,6,17,1,1,0,0,0,0,1
9.48,5.41,55,7,7,0,1,1,0,0,0,0
8.85,8.77,87,6,3,0,0,0,0,0,1,0
8.57,5.08,95,10,3,1,0,1,0,0,1,1
7.53,6.94,82,6,18,0,0,0,0,0,0,0
5.29,6.9,100,0,1,1,0,0,1,1,1,1
7.18,5.86,74,3,10,0,0,1,0,0,0,0
7.76,9.57,78,5,18,0,0,0,0,0,0,0
5.99,9.73,93,10,6,1,0,0,1,0,1,1
7.96,6.62,61,0,6,0,1,0,0,1,1,0
7.81,7.68,87,9,5,1,0,0,0,0,1,1
9.16,5.34,63,9,3,0,1,1,0,0,1,0
8.47,7.64,88,7,12,0,0,0,0,0,0,0
9.1,7.95,80,4,2,0,0,0,0,0,1,0
5.72,9.35,98,8,14,1,0,0,1,0,0,1
7.22,9.67,67,1,14,0,1,0,0,1,0,0
6.22,7.66,80,10,0,1,0,0,0,0,1,1
8.13,7.4,63,5,0,0,1,0,0,0,1,0
8.16,5.23,88,10,2,0,0,1,0,0,1,0
5.84,9.15,81,6,18,0,0,0,1,0,0,0
7.23,9.72,80,6,15,1,0,0,0,0,0,1
6.67,8.58,95,6,10,0,0,0,0,0,0,0
6.34,5.38,50,7,18,0,1,1,0,0,0,0
6.34,9.62,90,0,14,0,0,0,0,1,0,0
5.53,9.14,73,2,5,0,0,0,1,0,1,0
9.29,7.57,53,4,10,1,1,0,0,0,0,1
5.79,9.61,92,10,7,0,0,0,1,0,0,0
7.3,7.16,67,5,20,0,1,0,0,0,0,0
7.4,8.51,62,6,5,1,1,0,0,0,1,1
9.02,9.07,93,1,3,1,0,0,0,1,1,1
5.79,7.21,73,10,12,1,0,0,1,0,0,1
6.62,6.62,65,3,18,1,1,0,0,0,0,1
6.4,6.81,62,1,20,0,1,0,0,1,0,0
9.15,9.58,85,4,9,0,0,0,0,0,0,0
8.59,7.29,59,2,3,1,1,0,0,0,1,1
9.1,7.39,89,10,16,0,0,0,0,0,0,0
8.54,6.03,68,1,10,0,1,0,0,1,0,0
8.34,6.95,72,4,20,1,0,0,0,0,0,1
5.6,8.76,53,10,12,1,1,0,1,0,0,1
7.27,8.23,55,4,8,1,1,0,0,0,0,1
8.84,5.98,90,6,7,1,0,1,0,0,0,1
6.47,9.66,68,1,11,0,1,0,0,1,0,0
9.23,5.77,82,9,8,1,0,1,0,0,0,1
6.52,7.91,68,1,0,1,1,0,0,1,1,1
6.15,8.23,70,2,10,0,0,0,0,0,0,0
7.31,9.22,89,5,6,1,0,0,0,0,1,1
6.08,6.99,87,9,6,1,0,0,0,0,1,1
6.1,7.72,67,9,3,1,1,0,0,0,1,1
5.81,6.06,93,9,18,1,0,0,1,0,0,1
5.91,7.28,59,5,5,1,1,0,1,0,1,1
8.23,7.69,89,10,16,0,0,0,0,0,0,0
5.19,8.11,86,10,9,1,0,0,1,0,0,1
5.65,8.26,97,6,13,1,0,0,1,0,0,1
9.17,5.06,59,3,9,1,1,1,0,0,0,1
5.46,8.12,84,2,11,0,0,0,1,0,0,0
9.08,6.41,55,9,3,1,1,0,0,0,1,1
6.4,5.43,63,7,18,0,1,1,0,0,0,0
5.09,6.19,64,10,11,0,1,0,1,0,0,0
6.62,7.52,84,10,18,1,0,0,0,0,0,1
9.38,5.01,77,2,7,0,0,1,0,0,0,0
8.6,5.15,79,3,1,0,0,1,0,0,1,0
7.75,6.79,72,6,13,0,0,0,0,0,0,0
6.6,8.56,59,3,3,1,1,0,0,0,1,1
6.53,6.87,86,2,9,0,0,0,0,0,0,0
9.2,8.58,60,9,17,0,1,0,0,0,0,0
7.28,6.26,73,0,17,0,0,0,0,1,0,0
9.08,6.19,98,0,6,0,0,0,0,1,1,0
8.9,8.65,57,10,17,1,1,0,0,0,0,1
6.71,8.6,64,0,20,1,1,0,0,1,0,1
8.67,6.73,93,4,20,0,0,0,0,0,0,0
5.14,7.04,60,0,6,1,1,0,1,1,1,1
5.29,8.32,82,2,15,0,0,0,1,0,0,0
8.9,7.96,53,9,18,0,1,0,0,0,0,0
5.8,5.78,89,6,6,0,0,1,1,0,1,0
9.09,8.09,65,2,1,0,1,0,0,0,1,0
5.35,8.32,81,2,10,1,0,0,1,0,0,1
5.8,7.5,66,10,16,1,1,0,1,0,0,1
8.04,6.73,99,0,3,0,0,0,0,1,1,0
5.85,5.81,51,7,5,1,1,1,1,0,1,1
7.72,6.68,87,6,14,0,0,0,0,0,0,0
8.04,5.59,79,0,6,1,0,1,0,1,1,1
5.75,9.57,97,7,14,1,0,0,1,0,0,1
5.61,9.66,81,5,18,1,0,0,1,0,0,1
5.73,9.25,66,4,14,0,1,0,1,0,0,0
9.33,7.38,59,10,0,1,1,0,0,0,1,1
6.45,9.75,83,5,0,1,0,0,0,0,1,1
7.74,8.55,64,2,8,0,1,0,0,0,0,0
7.19,5.27,53,1,18,1,1,1,0,1,0,1
6.16,5.59,87,0,13,0,0,1,0,1,0,0
7.93,7.8,99,3,7,0,0,0,0,0,0,0
8.42,8.19,88,2,18,1,0,0,0,0,0,1
8.93,9.63,92,0,17,1,0,0,0,1,0,1
7.84,8.82,71,5,19,1,0,0,0,0,0,1
8.1,5.18,81,4,11,1,0,1,0,0,0,1
9.46,7.82,52,5,15,1,1,0,0,0,0,1
5.56,6.31,68,8,19,1,1,0,1,0,0,1
7.66,8.74,90,2,10,0,0,0,0,0,0,0
7.32,6.33,53,7,15,0,1,0,0,0,0,0
9.14,8.57,83,1,19,1,0,0,0,1,0,1
8.1,9.19,78,9,12,0,0,0,0,0,0,0
7.83,5.88,78,9,19,0,0,1,0,0,0,0
7.4,5.43,57,3,15,0,1,1,0,0,0,0
8.58,6.01,82,4,12,1,0,0,0,0,0,1
5.15,7.88,62,3,16,1,1,0,1,0,0,1
9.44,7.44,98,3,1,0,0,0,0,0,1,0
7.7,8.74,71,0,3,1,0,0,0,1,1,1
7.71,9.54,100,9,1,1,0,0,0,0,1,1
9.49,5.44,71,5,18,1,0,1,0,0,0,1
6.27,5.78,76,10,11,1,0,1,0,0,0,1
7.85,9.67,92,10,12,1,0,0,0,0,0,1
9.42,8.4,97,5,16,1,0,0,0,0,0,1
8.02,5.44,90,6,4,0,0,1,0,0,1,0
7.63,5.04,68,0,5,0,1,1,0,1,1,0
7.72,5.9,72,9,15,0,0,1,0,0,0,0
6.08,5.36,100,7,10,1,0,1,0,0,0,1
8.21,9.51,62,1,8,0,1,0,0,1,0,0
6.78,6.43,99,6,5,0,0,0,0,0,1,0
7.7,7.41,93,8,12,0,0,0,0,0,0,0
5.02,6.12,85,8,7,0,0,0,1,0,0,0
5.96,7.61,96,7,2,1,0,0,1,0,1,1
5.14,6.4,61,10,0,0,1,0,1,0,1,0
7.04,6.31,62,9,2,1,1,0,0,0,1,1
8.82,8.28,73,8,3,1,0,0,0,0,1,1
7.48,9.42,76,7,5,1,0,0,0,0,1,1
5.98,5.78,57,9,20,0,1,1,1,0,0,0
6.47,9.15,77,6,17,0,0,0,0,0,0,0
8.15,6.01,69,7,11,0,1,0,0,0,0,0
7.96,6.68,80,3,14,0,0,0,0,0,0,0
9.15,6.34,69,6,1,1,1,0,0,0,1,1
5.68,6.32,91,0,18,1,0,0,1,1,0,1
6.27,5.31,97,2,4,1,0,1,0,0,1,1
5.85,8.48,50,6,6,0,1,0,1,0,1,0
5.3,6.29,58,3,18,1,1,0,1,0,0,1
8.76,8.86,51,5,12,0,1,0,0,0,0,0
7.54,9.1,76,7,8,1,0,0,0,0,0,1
5.48,5.7,100,10,3,0,0,1,1,0,1,0
8.81,7.08,59,2,5,0,1,0,0,0,1,0
6.97,7.17,86,4,20,0,0,0,0,0,0,0
5.89,6.46,81,10,14,1,0,0,1,0,0,1
7.34,5.98,70,6,7,0,0,1,0,0,0,0
7.61,6.15,87,1,20,1,0,0,0,1,0,1
5.01,8.72,80,10,16,1,0,0,1,0,0,1
6.52,9.69,99,5,3,0,0,0,0,0,1,0
8.07,7.72,77,10,3,0,0,0,0,0,1,0
9.15,6.15,71,10,13,1,0,0,0,0,0,1
8.77,6.82,74,7,6,0,0,0,0,0,1,0
5.84,8.07,96,5,13,0,0,0,1,0,0,0
9.18,6.04,92,2,1,0,0,0,0,0,1,0
7.98,7.18,58,0,9,0,1,0,0,1,0,0
6.47,5.68,78,2,15,0,0,1,0,0,0,0
5.82,7.43,63,6,1,1,1,0,1,0,1,1
6.3,5.09,65,7,2,0,1,1,0,0,1,0
7.71,6.49,72,0,18,1,0,0,0,1,0,1
6.97,9.76,90,5,12,1,0,0,0,0,0,1
5.63,9.73,95,8,10,0,0,0,1,0,0,0
9.21,8.31,95,10,6,0,0,0,0,0,1,0
5.16,9.65,63,6,11,0,1,0,1,0,0,0
8.44,6.07,56,1,14,0,1,0,0,1,0,0
7.61,8.99,69,4,18,1,1,0,0,0,0,1
7.45,7.25,60,2,3,0,1,0,0,0,1,0
8.48,8.23,87,7,11,1,0,0,0,0,0,1
8.3,5.98,73,4,7,0,0,1,0,0,0,0
9.37,5.45,85,1,8,0,0,1,0,1,0,0
7.56,7.41,79,9,9,1,0,0,0,0,0,1
7.32,6.47,85,10,5,1,0,0,0,0,1,1
5.96,8.96,76,3,6,1,0,0,1,0,1,1
8.12,5.78,54,2,19,1,1,1,0,0,0,1
5.22,6.22,94,4,4,1,0,0,1,0,1,1
6.42,8.48,92,4,19,0,0,0,0,0,0,0
8.8,7.92,55,9,7,1,1,0,0,0,0,1
7.89,9.14,67,1,15,1,1,0,0,1,0,1
7.56,9.78,75,2,14,0,0,0,0,0,0,0
5.94,8.31,54,10,15,0,1,0,1,0,0,0
6.45,5.01,86,8,17,0,0,1,0,0,0,0
7.91,5.4,56,2,5,1,1,1,0,0,1,1
6.77,8.52,80,8,16,0,0,0,0,0,0,0
5.41,6.37,81,0,16,1,0,0,1,1,0,1
6.05,5.69,93,4,8,1,0,1,0,0,0,1
6.03,5.52,73,10,16,0,0,1,0,0,0,0
7.94,9.31,93,4,18,0,0,0,0,0,0,0
8.87,6.69,78,6,0,1,0,0,0,0,1,1
7.81,8.43,60,6,7,1,1,0,0,0,0,1
6.44,7.49,52,9,2,0,1,0,0,0,1,0
5.96,8.24,72,7,15,0,0,0,1,0,0,0
8.01,5.89,68,2,8,0,1,1,0,0,0,0
7.6,8.32,81,6,0,0,0,0,0,0,1,0
7.36,5.13,57,6,20,1,1,1,0,0,0,1
5.65,5.41,69,8,3,0,1,1,1,0,1,0
9.02,9.12,60,7,6,1,1,0,0,0,1,1
8.13,7.41,94,7,5,1,0,0,0,0,1,1
6.06,9.77,50,1,20,1,1,0,0,1,0,1
5.04,8.58,55,0,9,1,1,0,1,1,0,1
5.61,6.66,78,3,12,0,0,0,1,0,0,0
8.01,7.88,95,2,8,0,0,0,0,0,0,0
6.5,6.95,90,3,2,0,0,0,0,0,1,0
7.47,6.1,66,8,0,0,1,0,0,0,1,0
7.92,5.25,65,8,20,1,1,1,0,0,0,1
9.36,5.51,76,4,20,1,0,1,0,0,0,1
6.78,9.11,57,6,0,1,1,0,0,0,1,1
7.93,6.71,53,5,15,1,1,0,0,0,0,1
7.83,5.35,69,1,5,0,1,1,0,1,1,0
8.5,8.42,54,3,12,1,1,0,0,0,0,1
9.31,6.59,58,6,19,0,1,0,0,0,0,0
9.03,7.02,85,6,7,1,0,0,0,0,0,1
7.28,8.33,73,6,12,1,0,0,0,0,0,1
7.17,6.91,82,9,13,0,0,0,0,0,0,0
6.38,9.3,67,6,19,0,1,0,0,0,0,0
8.17,5.26,77,2,9,0,0,1,0,0,0,0
7.18,6.25,52,2,19,0,1,0,0,0,0,0
6.07,9.67,80,10,13,1,0,0,0,0,0,1
6.96,7.87,93,4,0,0,0,0,0,0,1,0
5.14,7.41,90,10,0,1,0,0,1,0,1,1
9.31,9.73,86,3,10,1,0,0,0,0,0,1
5.79,8.45,74,3,10,1,0,0,1,0,0,1
6.7,7.45,65,9,14,1,1,0,0,0,0,1
5.59,7.08,50,10,17,1,1,0,1,0,0,1
5.05,9.11,81,5,1,1,0,0,1,0,1,1
7.75,9.02,97,2,18,0,0,0,0,0,0,0
7.75,6.33,85,0,18,0,0,0,0,1,0,0
7.45,9.22,97,9,1,1,0,0,0,0,1,1
8.07,6.61,69,10,19,0,1,0,0,0,0,0
7.17,6.59,64,7,14,1,1,0,0,0,0,1
5.75,7.12,89,1,9,0,0,0,1,1,0,0
5.47,6.16,97,6,1,1,0,0,1,0,1,1
7.03,8.51,58,3,0,0,1,0,0,0,1,0
8.13,9.01,95,1,9,0,0,0,0,1,0,0
7.21,5.0,62,3,7,0,1,1,0,0,0,0
5.57,9.44,77,5,19,1,0,0,1,0,0,1
7.98,5.28,64,2,18,1,1,1,0,0,0,1
8.07,6.07,57,0,1,0,1,0,0,1,1,0
7.73,5.32,99,0,19,1,0,1,0,1,0,1
7.86,8.21,71,7,17,1,0,0,0,0,0,1
5.51,9.17,62,3,8,1,1,0,1,0,0,1
6.93,8.91,56,5,13,1,1,0,0,0,0,1
6.39,6.51,57,9,12,1,1,0,0,0,0,1
7.96,5.26,96,5,12,1,0,1,0,0,0,1
5.53,9.15,76,7,10,1,0,0,1,0,0,1
9.27,6.35,62,10,19,1,1,0,0,0,0,1
6.28,7.08,86,1,11,0,0,0,0,1,0,0
5.53,5.15,63,1,10,0,1,1,1,1,0,0
5.41,8.23,98,1,10,1,0,0,1,1,0,1
8.69,9.67,80,2,18,0,0,0,0,0,0,0
9.02,5.19,53,10,0,0,1,1,0,0,1,0
5.15,5.37,80,6,7,0,0,1,1,0,0,0
6.41,8.36,97,1,15,1,0,0,0,1,0,1
7.39,5.92,75,9,16,1,0,1,0,0,0,1
7.55,6.75,53,4,12,0,1,0,0,0,0,0
8.86,6.17,84,5,8,1,0,0,0,0,0,1
5.93,7.1,80,6,2,1,0,0,1,0,1,1
8.7,6.68,60,3,14,1,1,0,0,0,0,1
8.94,5.83,98,5,1,1,0,1,0,0,1,1
6.51,8.54,66,5,7,0,1,0,0,0,0,0
7.99,8.6,100,8,19,1,0,0,0,0,0,1
5.51,7.25,70,0,5,0,0,0,1,1,1,0
9.24,7.4,78,5,12,1,0,0,0,0,0,1
5.22,5.0,58,8,18,0,1,1,1,0,0,0
7.26,9.72,57,4,11,0,1,0,0,0,0,0
9.24,7.43,81,1,16,0,0,0,0,1,0,0
8.33,6.77,52,6,14,1,1,0,0,0,0,1
7.22,6.86,89,5,13,0,0,0,0,0,0,0
5.34,8.94,87,1,3,1,0,0,1,1,1,1
7.84,9.02,93,5,6,1,0,0,0,0,1,1
8.22,7.31,67,7,13,0,1,0,0,0,0,0
5.06,9.19,73,1,3,1,0,0,1,1,1,1
9.14,6.74,94,10,10,1,0,0,0,0,0,1
5.69,8.44,65,7,19,0,1,0,1,0,0,0
8.55,8.32,82,10,6,0,0,0,0,0,1,0
9.14,8.79,66,6,10,0,1,0,0,0,0,0
6.03,6.99,79,2,16,0,0,0,0,0,0,0
6.66,6.71,57,2,5,0,1,0,0,0,1,0
6.31,7.88,90,6,13,1,0,0,0,0,0,1
5.46,7.41,84,3,14,0,0,0,1,0,0,0
9.14,8.89,69,0,14,0,1,0,0,1,0,0
7.76,6.43,86,9,18,1,0,0,0,0,0,1
6.37,9.64,57,9,17,1,1,0,0,0,0,1
7.33,7.68,80,0,0,0,0,0,0,1,1,0
7.98,8.07,89,0,9,1,0,0,0,1,0,1
5.01,5.96,76,10,18,0,0,1,1,0,0,0
6.79,7.54,75,5,14,1,0,0,0,0,0,1
7.2,6.54,84,6,4,1,0,0,0,0,1,1
7.73,9.54,59,6,11,0,1,0,0,0,0,0
5.5,7.93,53,10,2,1,1,0,1,0,1,1
6.77,8.6,55,7,7,1,1,0,0,0,0,1
7.35,8.45,82,0,12,1,0,0,0,1,0,1
7.14,8.04,80,7,5,0,0,0,0,0,1,0
7.67,6.19,87,4,17,0,0,0,0,0,0,0
5.78,6.78,74,1,1,1,0,0,1,1,1,1
9.09,8.65,79,2,11,1,0,0,0,0,0,1
5.95,7.73,79,0,7,1,0,0,1,1,0,1
5.41,6.53,88,6,9,1,0,0,1,0,0,1
5.23,7.7,93,2,17,1,0,0,1,0,0,1
7.85,7.09,85,8,7,0,0,0,0,0,0,0
7.6,7.02,55,7,18,1,1,0,0,0,0,1
5.14,7.0,89,3,2,0,0,0,1,0,1,0
7.89,8.51,61,1,0,0,1,0,0,1,1,0
7.64,5.29,67,10,8,0,1,1,0,0,0,0
5.72,5.54,68,3,8,1,1,1,1,0,0,1
