CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
8.59,9.27,34,55,80,77,1,97,35,16,20,98.63
5.56,7.42,52,32,57,68,1,8,93,23,0,50.02
6.49,6.64,30,44,74,69,1,27,97,60,19,64.79
6.92,8.77,71,69,53,51,1,79,43,32,8,78.96
7.77,8.97,83,13,97,92,0,78,97,57,3,85.83
8.58,5.23,90,10,82,67,0,84,97,85,8,79.13
8.52,5.34,33,68,92,54,1,7,56,35,18,59.23
9.19,6.63,12,46,89,82,1,89,89,14,18,92.26
6.01,9.06,73,39,84,51,0,39,40,25,18,69.36
7.74,8.92,76,63,97,30,0,5,59,7,16,60.21
8.58,8.07,74,17,88,22,0,53,94,45,4,63.85
5.77,9.35,42,26,76,99,0,10,77,75,19,67.44
7.12,5.28,38,26,68,7,1,83,50,12,20,68.46
8.1,6.47,89,88,79,6,0,46,79,4,10,63.11
9.25,7.0,68,17,96,79,0,60,78,48,17,83.29
6.18,8.04,44,72,56,13,0,25,42,4,8,51.53
7.02,8.26,14,97,81,7,1,7,91,83,2,43.15
8.03,7.93,75,13,97,50,1,44,77,17,17,72.99
5.26,8.76,53,59,53,64,1,79,96,70,19,81.86
8.19,8.77,54,12,91,65,1,19,88,37,20,69.79
5.58,8.0,39,42,89,92,0,84,44,26,19,87.9
8.49,7.21,36,58,81,2,0,44,78,8,11,59.42
7.71,7.57,87,98,93,61,1,38,44,28,5,70.89
7.6,9.77,13,95,63,74,0,15,32,1,8,67.14
5.61,6.53,84,90,88,87,0,60,94,61,7,76.51
9.23,5.25,83,71,70,49,0,27,58,24,1,59.84
8.46,9.27,56,66,94,43,1,97,44,26,11,88.98
7.13,8.56,64,50,63,5,0,82,90,52,12,70.99
7.69,7.95,93,87,64,17,0,25,86,81,16,61.1
9.44,6.9,11,44,82,39,0,44,57,29,0,60.23
8.53,5.64,27,87,67,41,0,34,64,23,5,59.15
6.76,8.2,81,29,65,83,0,70,54,35,16,83.85
5.57,6.36,100,12,72,21,1,84,40,9,7,67.03
6.67,5.83,18,34,61,31,1,45,86,51,10,55.39
8.95,8.97,32,12,76,1,0,18,41,32,20,54.92
6.67,9.34,24,70,92,69,1,33,64,41,12,69.99
6.06,5.6,68,54,90,60,1,71,82,72,6,70.1
8.07,9.2,95,64,91,78,0,63,94,79,4,82.63
8.27,5.85,82,46,78,73,0,4,90,34,18,63.84
5.52,9.59,58,62,60,73,0,56,87,38,17,78.66
6.99,6.58,12,99,67,12,1,18,58,13,7,48.16
5.14,8.77,38,81,60,85,0,26,52,18,11,67.13
9.33,7.89,59,30,95,8,0,94,90,7,15,80.99
7.88,6.59,83,36,90,22,1,21,55,53,5,51.56
9.05,6.72,77,27,94,65,1,71,87,19,17,85.25
8.67,6.49,37,92,54,100,0,4,96,58,15,68.72
7.54,7.69,55,49,55,33,1,80,41,8,8,74.25
5.95,6.81,84,42,63,54,1,67,40,38,1,66.25
9.02,8.12,39,36,85,88,1,64,99,5,7,83.95
7.24,9.71,52,75,100,9,0,71,48,28,16,74.54
5.36,5.37,99,32,100,29,0,60,48,48,5,58.0
8.55,6.13,35,35,100,42,0,91,47,18,5,76.14
7.68,8.19,69,95,70,30,0,88,63,47,10,80.31
9.38,6.04,44,16,68,87,0,87,98,42,12,87.52
5.93,6.31,14,20,88,37,1,80,42,3,0,62.94
6.74,6.37,21,38,53,85,0,59,34,6,1,68.41
5.56,6.63,91,66,64,10,1,35,54,23,14,55.39
7.6,7.39,57,72,90,35,1,27,36,18,1,56.67
9.45,8.09,49,23,97,32,1,32,40,38,19,67.12
7.09,6.94,10,58,50,88,1,68,51,45,0,72.22
6.91,7.81,39,76,55,39,0,32,71,31,15,62.68
8.44,6.28,42,61,73,61,0,17,68,5,9,61.22
7.77,5.08,58,88,86,69,1,87,40,15,10,83.9
5.52,8.45,50,50,54,79,0,8,86,42,3,55.2
5.36,9.07,19,53,66,36,1,67,43,39,18,70.32
5.02,9.02,80,70,64,5,0,27,75,75,11,51.2
9.36,7.2,55,89,51,1,1,15,55,42,8,51.51
6.59,5.56,88,99,62,62,1,77,42,8,16,82.57
7.82,8.9,11,44,81,46,1,37,91,32,14,67.09
8.89,9.8,57,65,56,74,0,82,44,26,19,94.78
6.15,7.23,29,45,96,45,0,100,69,39,10,78.41
5.48,6.76,86,47,79,9,1,19,71,47,0,42.26
7.08,7.31,27,94,54,27,0,56,79,46,12,65.51
5.4,6.42,93,87,76,42,0,26,54,46,14,58.88
7.73,7.29,78,23,94,68,1,37,60,53,5,66.26
8.71,9.65,57,17,85,100,1,95,92,44,8,97.29
6.02,6.08,93,20,66,90,0,17,92,15,1,58.2
6.99,6.56,20,53,66,76,0,23,84,50,12,61.87
6.88,8.43,90,63,72,86,0,86,39,19,14,92.13
8.25,9.49,32,13,76,71,0,85,60,10,8,85.23
5.08,7.47,40,20,85,48,1,50,76,18,19,66.35
8.82,7.37,16,68,51,61,1,88,65,41,0,78.57
5.04,6.79,80,50,84,91,1,88,58,19,15,87.53
7.79,5.07,80,18,97,26,0,79,54,2,14,72.33
5.11,8.17,28,11,54,2,0,75,69,68,14,58.72
9.41,7.67,66,51,80,15,1,92,35,16,15,82.31
9.4,5.91,34,54,57,18,1,17,61,29,6,50.29
5.16,9.79,35,18,58,16,1,13,80,69,5,43.06
8.51,9.68,14,88,79,54,1,65,35,28,8,78.77
7.98,9.65,43,75,100,96,1,82,85,28,10,95.28
8.56,9.57,95,15,73,79,1,52,76,12,2,78.89
7.81,9.66,74,85,86,1,0,7,61,45,6,50.7
5.15,8.81,37,42,72,86,1,96,54,23,4,83.83
7.06,5.79,22,39,99,55,1,2,58,47,3,45.99
8.09,5.99,81,63,64,55,0,84,85,16,7,79.97
5.78,9.01,95,41,84,78,0,14,91,25,9,64.75
6.45,8.75,55,76,51,71,0,5,88,53,2,56.0
7.72,8.11,67,92,65,44,0,79,38,14,2,77.08
8.7,6.48,24,74,100,32,0,54,92,89,4,63.41
8.74,5.15,86,46,78,46,1,29,74,65,11,61.76
7.91,6.57,31,35,77,32,0,82,57,20,8,71.22
9.11,7.52,95,92,92,71,1,19,34,9,13,74.82
9.37,9.27,38,33,53,86,0,51,49,7,9,81.24
5.56,7.77,35,48,76,83,1,38,30,13,20,72.57
8.24,5.89,81,12,56,14,1,93,44,35,3,68.21
6.34,9.61,34,91,55,2,0,56,53,48,18,65.02
6.52,8.93,94,86,73,72,0,51,100,33,17,82.01
5.29,7.85,27,52,99,86,1,49,45,40,18,74.62
7.0,6.35,26,80,70,49,0,4,56,4,5,50.02
9.27,5.22,84,44,58,97,1,94,56,13,0,88.89
7.98,7.86,29,79,79,26,0,2,97,73,10,50.41
6.29,9.44,74,73,72,90,1,53,43,39,6,78.73
6.6,8.19,54,57,60,96,1,23,47,8,5,68.17
6.91,7.1,59,44,65,13,0,20,98,62,7,47.73
7.17,5.13,74,87,63,81,1,65,86,49,11,78.64
6.61,8.75,72,98,51,24,1,44,30,5,7,64.5
7.31,8.77,34,100,61,58,1,91,75,65,6,83.58
8.48,7.54,57,22,95,0,1,58,62,60,12,62.32
9.15,7.86,31,61,77,24,1,34,51,13,11,63.35
8.45,7.16,74,52,79,82,0,22,57,55,15,70.92
8.63,5.04,16,74,56,36,1,17,67,35,4,49.97
8.05,8.81,99,68,52,45,0,38,84,48,13,71.47
5.86,5.29,30,61,76,41,0,59,78,72,2,56.79
7.8,6.3,93,46,79,22,1,40,47,23,9,60.5
6.35,7.06,24,29,72,49,1,92,88,61,1,70.82
5.0,8.46,39,17,50,85,0,73,95,11,5,74.39
8.34,5.44,52,63,91,6,0,91,46,4,7,70.9
6.23,8.55,92,81,65,47,1,22,50,28,15,64.98
8.03,8.89,33,40,82,69,0,88,89,46,10,86.16
6.23,9.75,63,72,79,33,0,78,87,47,1,72.37
7.42,9.29,13,43,70,22,0,59,69,69,5,61.98
9.04,9.6,85,13,61,84,1,10,100,40,6,68.44
8.96,7.87,49,31,70,57,1,30,36,6,12,68.43
5.76,9.21,57,82,78,83,0,38,53,12,9,73.5
7.01,9.09,100,94,75,39,0,22,79,25,11,65.6
8.04,5.17,84,31,100,13,0,50,55,54,11,58.86
7.88,7.8,74,98,89,96,1,87,89,45,0,90.96
8.16,8.4,77,49,61,75,0,77,95,24,15,88.83
6.53,5.46,47,48,75,1,0,77,53,1,0,56.98
9.49,5.64,44,36,70,32,1,75,47,1,0,68.83
9.41,6.57,16,54,65,83,1,25,57,1,19,74.02
7.27,5.09,56,59,86,45,1,51,86,55,3,61.13
8.11,8.84,17,85,58,65,0,67,33,3,7,79.44
6.41,6.92,91,54,74,79,0,50,31,12,18,77.87
8.2,8.7,37,86,73,55,0,90,36,20,7,84.9
6.3,9.76,10,88,58,97,1,0,82,31,4,61.65
7.56,5.72,63,42,75,28,0,73,100,67,8,66.86
5.23,6.06,64,68,98,2,0,41,59,58,13,51.3
7.12,6.55,28,60,72,20,1,60,77,19,1,58.8
9.36,9.08,25,50,50,93,1,58,62,6,14,87.58
7.34,6.3,55,25,96,58,1,13,70,46,19,60.4
7.91,8.41,25,32,95,75,0,34,96,55,3,65.94
6.76,6.63,94,39,60,57,1,52,34,28,4,65.72
5.49,8.15,26,86,61,24,1,12,58,10,3,46.47
8.29,9.56,36,35,100,75,0,19,60,20,20,73.76
9.35,7.16,51,95,81,88,1,72,41,28,14,91.19
7.42,5.58,43,37,76,96,1,69,67,34,0,75.01
7.96,7.56,21,22,79,23,0,70,62,47,14,68.12
5.93,5.72,16,38,72,47,1,31,63,38,16,56.05
7.1,7.65,60,74,57,34,1,91,45,38,10,78.01
6.3,9.6,82,80,88,9,0,66,85,74,6,67.01
7.94,9.21,87,88,62,76,1,57,90,88,11,83.55
6.78,9.77,14,49,86,23,1,27,85,8,0,53.1
7.38,9.75,73,50,64,62,0,8,96,44,17,66.15
8.81,7.93,60,47,51,52,0,89,42,35,8,82.09
6.09,9.53,61,16,59,84,1,71,43,10,12,82.72
7.84,5.59,80,36,89,99,0,27,30,11,1,66.56
7.87,6.71,59,95,77,94,1,94,73,19,8,93.75
9.33,8.62,11,34,98,14,1,79,35,20,15,75.81
8.15,8.35,46,99,66,72,1,21,44,6,11,71.13
9.22,6.35,39,13,74,11,1,32,90,15,6,53.02
8.71,7.62,35,23,64,17,0,22,71,22,20,58.19
9.41,7.74,20,34,96,27,0,76,32,9,3,71.23
6.05,7.13,11,75,89,3,1,89,98,68,10,66.5
5.19,8.91,86,59,53,10,1,48,45,24,8,58.32
7.56,9.7,47,56,76,29,1,45,93,83,3,62.84
8.28,8.68,73,41,79,42,0,18,66,33,9,61.14
6.48,8.76,22,61,97,19,1,58,66,52,12,64.92
9.22,7.74,65,12,71,54,0,44,93,33,15,72.76
5.6,7.25,21,62,79,61,1,66,64,1,20,76.78
7.21,6.89,66,73,80,25,1,54,51,47,19,68.93
7.78,9.45,70,17,61,39,0,45,73,36,0,62.6
6.28,9.59,64,81,99,6,1,91,33,2,11,78.13
8.65,8.63,100,37,89,1,1,8,97,90,5,49.39
8.7,7.81,31,50,72,19,1,95,59,56,8,75.99
6.59,9.58,19,47,96,13,1,74,97,27,14,71.34
9.48,7.97,71,92,81,75,0,18,35,12,7,71.64
8.6,5.81,61,95,64,67,0,79,56,37,17,86.04
8.19,5.25,62,41,59,93,1,10,61,51,1,57.89
5.2,7.12,87,80,78,78,1,10,50,46,16,62.92
5.11,7.1,66,83,92,66,0,89,51,33,13,82.44
8.18,7.81,76,78,89,10,1,77,32,6,10,75.03
9.42,6.63,41,74,72,8,1,46,42,10,8,61.87
6.23,5.82,58,53,73,33,1,90,43,37,6,69.82
7.41,7.46,21,46,98,31,1,21,69,40,16,57.4
6.24,6.27,95,25,84,51,0,78,42,39,19,77.15
8.74,5.78,20,45,74,3,1,99,31,9,17,75.46
8.3,7.17,64,39,65,4,0,34,97,32,9,54.82
7.18,5.02,38,14,85,19,0,79,95,82,10,62.6
6.17,8.72,67,57,54,82,1,71,44,28,0,76.92
8.09,5.22,60,85,69,33,0,34,47,14,19,64.48
8.13,5.11,71,81,74,30,0,87,56,2,5,74.42
5.68,9.39,22,31,94,61,1,1,57,36,2,49.55
5.89,6.77,76,28,67,81,0,72,45,24,18,80.72
9.32,9.74,67,85,97,62,0,32,83,12,8,76.73
9.46,6.01,52,99,73,1,1,19,35,19,6,51.61
9.34,9.43,85,40,68,36,0,41,67,47,6,68.75
5.18,6.7,58,13,98,67,0,65,47,13,2,66.19
9.09,8.74,100,32,73,30,1,97,50,32,13,87.38
5.88,8.09,33,90,92,8,0,45,74,45,15,59.75
8.37,9.27,68,72,61,95,1,63,33,25,1,84.1
8.33,9.29,18,73,50,24,0,73,60,46,14,74.74
7.37,8.63,19,93,83,12,1,28,45,11,8,56.54
9.47,5.78,88,54,71,97,1,58,84,16,9,84.92
9.05,6.98,79,42,56,14,0,54,63,45,1,60.26
8.18,6.68,57,31,82,29,0,18,41,38,9,52.37
5.76,9.72,84,33,71,34,1,5,39,4,15,56.19
7.6,5.58,91,90,89,51,1,64,91,19,9,75.64
7.77,9.52,43,20,92,100,1,16,67,40,1,67.01
9.23,9.19,80,67,75,100,1,19,46,34,14,80.5
6.16,5.96,76,52,91,23,1,73,93,90,1,61.57
8.59,7.93,85,48,67,21,1,36,60,48,2,58.7
9.15,5.09,25,63,80,44,0,39,95,34,10,62.99
7.42,8.66,97,99,56,39,1,2,55,52,2,53.8
8.62,7.05,10,52,59,47,0,97,98,86,4,77.26
8.39,5.8,79,44,67,79,0,85,100,23,6,83.93
7.87,9.17,62,35,83,87,1,76,76,38,12,89.29
7.82,5.33,56,18,93,53,1,17,66,64,1,50.16
7.94,9.38,30,38,57,65,0,45,39,23,13,73.0
6.07,5.91,58,30,89,7,0,34,62,3,3,46.37
7.39,5.52,19,22,52,30,0,6,86,81,20,46.8
5.51,6.22,77,100,74,80,1,30,52,45,4,63.39
7.47,6.23,60,40,95,9,0,30,79,20,3,49.45
5.62,8.03,80,84,55,3,1,4,59,39,3,41.31
6.45,9.44,13,52,50,80,1,29,94,54,18,70.74
9.17,5.15,19,29,79,12,1,98,72,43,1,67.71
6.96,9.77,32,47,75,34,0,90,57,42,3,74.95
7.86,7.32,16,14,87,0,1,46,30,11,1,50.11
8.55,7.4,69,39,91,34,1,9,51,18,1,52.16
8.64,7.11,32,11,72,59,1,71,34,1,20,81.46
8.7,9.24,70,27,77,40,0,51,48,28,11,72.33
9.12,9.16,22,94,55,56,1,82,84,64,0,81.04
5.57,8.61,76,53,85,54,1,92,39,10,20,87.76
6.48,8.91,63,72,68,42,0,24,71,64,7,58.51
7.33,6.94,57,33,55,90,1,8,36,5,10,62.82
9.19,5.44,11,70,61,5,0,93,54,16,3,67.74
7.15,5.92,38,64,99,56,0,54,37,1,0,64.77
7.16,8.25,43,67,99,34,0,55,70,31,7,67.28
6.11,6.2,32,89,91,52,1,6,78,41,19,56.76
6.72,5.0,15,36,57,51,0,50,76,14,13,61.52
8.96,6.66,79,97,66,46,1,38,51,36,11,70.08
5.69,6.13,48,100,85,67,0,15,40,36,9,56.85
7.99,7.88,27,75,77,50,0,98,63,57,16,86.83
6.96,9.29,66,57,62,49,1,50,83,51,13,72.69
8.91,5.96,80,32,98,58,1,41,81,64,3,65.6
8.67,6.19,70,39,85,11,0,31,33,4,13,57.87
8.56,7.76,76,95,63,88,0,91,72,72,13,95.47
5.44,5.09,65,33,88,82,1,52,37,28,13,68.93
5.08,8.54,50,48,64,40,1,37,50,48,7,56.58
6.36,5.54,83,98,81,31,1,95,50,42,6,75.03
5.08,8.66,37,52,84,43,0,28,73,36,5,54.51
9.41,9.6,22,78,66,19,1,88,80,59,19,85.04
7.74,6.08,82,24,90,9,0,70,44,26,15,67.03
8.32,8.53,77,65,54,13,1,71,99,10,20,78.47
7.95,5.9,26,44,83,86,1,52,64,2,8,74.0
7.18,7.5,21,13,71,72,1,85,38,13,17,83.34
8.1,9.72,21,55,72,94,1,27,66,53,6,72.1
8.5,8.96,14,32,85,68,0,24,97,15,19,71.25
8.37,9.47,32,75,89,96,0,65,50,40,3,84.68
6.63,8.78,46,86,73,78,1,5,46,46,15,64.4
8.24,9.29,22,94,79,26,1,4,93,93,2,50.55
8.0,5.28,36,68,72,33,0,0,48,12,8,46.67
7.35,7.89,85,26,89,13,1,75,39,27,11,70.26
6.27,9.62,50,21,73,42,1,32,98,64,15,63.12
7.68,7.89,58,74,88,69,0,35,41,30,19,74.9
9.03,7.58,79,26,85,52,1,10,67,27,3,58.02
5.88,6.31,55,61,68,36,1,46,60,47,11,59.82
9.19,5.54,24,86,51,24,0,44,40,12,19,65.89
5.06,7.1,48,96,66,95,0,94,92,17,7,87.03
7.39,9.18,35,65,91,21,1,6,68,21,13,54.51
8.41,5.78,86,98,71,64,0,38,74,30,4,68.72
8.26,7.73,80,72,81,57,0,63,32,23,7,77.09
7.98,7.92,99,66,64,59,1,93,43,35,4,85.39
9.17,7.47,93,86,59,68,1,21,33,11,5,69.31
5.4,6.63,21,41,50,24,1,93,56,34,7,66.01
6.79,5.53,66,75,78,61,0,61,47,31,7,69.88
6.55,9.46,38,27,79,19,1,58,84,79,16,66.18
8.3,9.18,37,31,78,48,1,11,37,12,20,64.63
8.05,8.62,51,32,85,42,1,12,100,33,18,62.32
5.95,7.8,27,68,96,84,1,50,51,16,16,77.03
6.19,6.56,41,43,78,70,0,73,80,70,17,76.92
5.32,6.76,38,27,62,75,1,68,36,12,4,68.92
5.52,8.8,28,87,82,77,0,40,76,21,2,66.96
5.98,5.35,52,18,78,56,1,75,40,23,19,73.43
7.32,9.45,16,72,60,70,1,15,56,21,5,62.15
9.25,5.03,23,37,75,15,0,90,33,25,9,69.37
7.84,5.4,10,85,94,83,1,63,85,76,4,73.47
5.62,9.77,17,47,53,15,0,3,98,5,15,47.41
5.02,5.6,96,14,84,62,1,100,57,7,18,83.81
6.6,9.06,35,10,57,38,0,55,39,4,18,69.26
5.25,5.52,31,46,56,21,1,46,69,65,16,53.38
5.63,5.8,76,49,75,76,1,23,71,10,3,58.27
5.16,5.31,39,23,64,21,0,33,63,11,7,45.35
7.71,5.4,87,98,62,98,1,49,91,51,10,79.8
7.76,8.47,100,68,68,34,1,70,64,6,13,79.93
5.12,7.41,56,60,61,5,1,47,74,36,1,49.64
7.33,8.3,75,93,82,30,0,90,46,42,7,79.17
9.3,8.64,63,84,95,54,1,18,92,55,17,72.19
8.26,8.77,58,38,94,78,0,19,64,51,3,65.01
5.55,6.27,35,87,94,1,1,35,66,6,19,55.05
6.68,5.67,86,78,76,99,0,66,87,30,10,82.8
6.4,7.8,19,52,62,78,1,5,99,15,0,53.27
7.38,8.12,49,72,79,50,1,30,39,5,2,62.05
8.85,6.17,25,98,86,85,0,52,34,11,1,74.76
8.46,5.32,73,55,88,54,1,34,99,23,9,65.36
8.54,8.06,36,52,85,99,0,67,63,16,13,88.7
6.39,8.1,57,29,76,91,1,82,37,1,6,84.43
7.6,5.6,93,80,72,86,1,33,79,18,19,77.25
7.39,6.02,17,45,86,95,0,66,76,32,17,81.71
6.91,6.68,75,51,100,71,0,37,38,12,17,72.34
5.88,8.03,79,52,54,89,1,31,58,16,16,73.29
9.01,7.48,82,22,99,78,0,3,59,17,20,69.42
7.82,6.09,53,41,96,100,0,51,70,19,17,81.72
5.05,9.28,10,52,70,69,1,45,97,75,14,68.22
6.11,6.34,95,47,82,27,1,45,65,32,13,61.76
6.19,6.7,53,85,51,84,1,20,70,15,9,64.37
8.7,9.07,83,76,85,80,1,67,43,28,10,88.95
6.28,8.47,31,28,96,36,1,14,35,5,11,53.81
7.08,6.01,43,48,83,94,0,7,41,24,19,64.97
6.63,5.51,86,82,100,84,0,99,74,72,0,84.11
5.92,5.7,21,32,91,55,1,87,43,23,15,75.0
7.63,6.98,76,85,64,60,0,6,82,28,8,59.06
6.29,6.19,44,39,66,26,0,99,53,52,10,71.16
5.26,7.07,31,74,70,41,0,66,43,10,14,68.67
5.55,6.26,24,75,86,27,1,43,62,13,17,60.1
6.42,8.51,57,67,52,94,0,64,57,16,19,86.82
6.11,7.9,71,86,65,23,0,92,91,67,8,74.78
5.13,5.08,95,16,65,46,1,10,34,7,1,43.5
7.8,5.73,87,19,95,98,1,15,35,15,8,66.14
5.59,8.98,72,55,58,68,1,42,94,75,18,72.87
6.08,9.09,39,57,88,82,0,87,57,33,7,84.77
8.46,7.88,12,51,68,74,0,23,30,23,16,67.79
9.2,7.02,44,63,89,51,1,19,94,75,15,64.97
8.44,7.89,76,50,59,76,0,78,79,20,7,85.18
9.02,6.03,89,39,94,67,0,69,33,26,1,75.73
7.63,8.22,80,63,94,58,1,43,42,27,14,74.63
6.86,9.18,76,95,95,58,0,32,76,30,20,75.92
7.92,7.74,13,31,94,85,0,80,80,55,3,79.87
6.75,6.11,67,14,68,42,0,88,95,95,20,76.66
6.73,9.13,82,100,94,99,1,79,82,82,2,89.53
9.16,8.53,11,28,51,7,1,31,52,12,12,56.68
9.09,5.06,34,67,56,8,1,80,57,43,14,69.14
7.59,6.74,76,66,76,81,1,89,37,14,14,90.82
6.94,6.23,52,86,54,52,1,18,31,29,6,54.77
6.58,8.13,66,80,77,5,1,69,92,91,18,69.78
9.0,5.34,69,50,84,97,0,79,97,29,11,88.92
6.54,5.76,43,20,96,83,1,7,95,5,7,55.97
6.19,9.12,90,40,94,89,1,25,33,2,2,69.1
6.82,5.64,21,67,63,14,0,9,55,32,20,47.28
7.78,6.55,17,93,72,13,1,0,32,1,1,42.2
7.52,5.75,18,64,86,18,1,21,69,2,9,50.41
7.75,7.01,88,58,83,37,0,11,36,7,13,58.58
5.49,6.36,92,100,91,99,0,53,80,10,18,83.96
8.14,5.7,54,70,60,59,0,30,49,47,4,59.42
8.52,8.09,58,13,56,53,0,83,100,77,7,77.92
5.47,6.48,63,97,98,61,0,92,54,53,7,79.18
9.14,5.37,92,66,54,83,1,30,31,13,19,76.62
6.64,6.9,44,73,66,10,0,24,76,37,9,49.54
6.58,9.3,74,45,88,25,0,84,34,20,0,71.28
9.48,8.27,80,31,81,47,1,97,49,7,17,93.1
5.83,8.07,76,26,74,88,1,3,96,50,16,62.93
7.98,6.38,76,21,74,41,0,94,100,16,18,83.48
6.93,9.17,57,33,89,67,0,56,89,57,13,76.5
9.03,5.76,43,23,75,13,1,24,44,6,8,51.45
8.83,8.6,37,39,58,57,1,90,43,39,16,87.21
7.95,5.56,45,64,97,85,1,44,71,17,17,77.25
9.22,7.9,91,66,61,4,0,96,72,28,3,76.84
5.23,9.8,34,65,68,28,1,24,76,46,19,59.33
8.48,6.87,40,64,92,4,1,21,44,3,3,49.92
8.03,6.17,94,45,87,88,1,93,73,32,13,93.03
8.6,6.49,77,47,93,50,0,66,56,39,12,76.36
5.09,7.09,68,75,66,46,1,55,47,4,7,65.58
6.79,5.28,58,70,78,70,1,70,47,40,15,77.17
8.44,9.48,59,23,72,63,0,32,39,37,1,64.57
7.68,5.82,62,43,57,38,0,91,44,37,10,74.8
7.2,6.82,66,50,64,49,0,44,48,48,14,65.88
6.54,5.31,42,47,59,67,0,12,87,60,3,49.72
8.47,6.66,47,25,69,30,0,47,86,36,15,64.71
8.79,7.93,44,53,92,66,0,29,81,21,13,71.24
8.4,6.87,38,46,56,94,1,64,60,26,15,84.21
7.58,7.65,41,90,90,53,0,12,62,56,8,58.28
8.57,6.4,31,71,93,39,0,76,66,57,11,74.75
7.69,5.38,59,50,99,87,1,33,69,60,19,72.98
7.23,5.29,87,36,56,49,1,47,52,44,4,60.45
6.32,5.58,57,87,56,15,0,74,67,54,9,63.35
6.91,8.96,84,75,77,96,0,51,59,49,6,80.41
5.61,6.39,35,60,89,100,0,61,48,15,2,73.24
6.62,8.06,54,13,83,43,1,93,96,25,18,82.44
8.42,7.44,74,83,93,5,0,61,74,32,13,69.65
5.23,7.17,77,97,84,13,1,79,54,3,10,70.28
6.47,7.82,35,38,80,36,0,85,98,4,17,77.63
5.82,8.62,89,69,82,87,0,100,63,54,11,93.02
6.29,7.06,69,31,98,77,1,39,84,75,2,63.97
6.07,9.57,38,69,91,43,0,34,71,25,5,61.57
6.72,8.68,85,65,73,77,1,79,30,28,1,81.29
9.5,9.47,49,58,99,100,1,79,62,13,5,95.32
9.3,6.38,65,35,70,74,0,78,91,22,11,84.79
9.34,8.45,80,17,72,67,1,69,52,31,14,85.17
5.34,9.14,60,76,61,81,1,17,43,4,4,63.35
5.94,5.47,10,67,86,88,1,77,58,29,9,76.95
5.32,9.16,41,51,100,69,0,99,74,41,6,83.99
8.36,5.19,13,43,70,54,0,0,63,29,8,48.36
8.24,8.31,35,65,50,45,1,38,40,6,6,65.26
6.23,7.22,71,23,96,40,1,7,85,7,14,53.84
6.53,7.85,20,94,54,93,0,3,50,20,9,61.57
6.03,8.89,92,57,84,91,0,27,53,32,6,70.28
8.84,9.24,42,45,67,76,1,55,94,1,11,82.32
8.03,9.77,28,63,54,81,0,18,48,11,9,69.15
8.7,5.81,35,60,82,84,0,59,84,65,0,72.47
7.18,7.33,74,25,75,18,1,13,89,83,16,51.76
7.61,6.97,88,59,73,0,1,94,64,63,12,73.6
8.53,8.17,97,24,80,50,1,0,55,1,10,59.51
8.68,7.16,84,64,94,10,1,54,46,27,10,66.83
8.44,6.36,87,86,61,18,0,53,78,9,11,67.77
8.19,6.8,99,24,66,41,0,47,86,50,7,65.29
7.72,9.47,73,46,90,71,0,92,97,60,7,89.37
5.05,6.08,16,92,67,52,0,84,81,76,10,70.81
7.08,9.28,28,90,69,54,0,64,84,60,18,79.86
5.13,5.94,52,65,75,56,1,89,46,34,11,75.31
6.58,9.72,31,74,56,20,1,13,95,25,16,56.32
7.55,7.1,47,75,91,20,1,70,63,16,4,67.68
5.48,8.59,49,13,66,14,1,98,30,13,3,68.0
5.42,5.95,52,43,65,26,0,79,86,57,11,64.72
5.37,6.46,85,18,83,92,1,27,51,24,4,62.12
6.14,8.46,57,61,70,60,1,92,74,16,13,85.59
8.92,9.56,84,18,73,77,1,40,47,18,4,75.51
6.52,6.22,82,91,73,5,1,80,35,19,9,67.92
9.37,8.33,79,33,61,92,1,62,71,3,2,84.23
6.47,6.01,45,15,81,36,0,12,96,91,16,48.93
8.76,7.43,77,91,54,72,0,74,71,28,3,83.0
5.9,7.17,12,26,56,39,1,63,44,38,13,63.05
6.17,7.09,54,12,52,96,1,29,62,36,19,70.06
9.06,8.42,87,51,87,78,0,4,37,37,14,68.43
5.72,9.54,20,65,92,42,0,95,83,24,13,81.9
6.25,5.89,33,49,76,99,0,72,80,31,9,78.84
7.04,9.71,43,62,86,25,1,52,51,3,5,66.45
6.51,5.67,50,78,97,0,0,63,81,29,18,63.21
6.87,7.24,81,56,99,36,1,85,31,16,0,73.01
5.51,6.51,70,38,55,31,1,90,69,25,2,67.58
5.63,5.71,11,92,87,65,1,41,82,56,14,64.38
6.53,6.63,49,26,64,22,1,0,82,57,19,46.33
8.26,7.21,97,43,57,88,1,48,43,29,2,74.84
8.26,8.57,33,98,71,24,0,27,89,85,4,57.12
7.63,9.61,66,20,76,67,1,49,56,5,18,80.1
5.08,9.15,63,15,99,78,1,15,47,2,6,60.61
7.23,5.95,51,96,71,13,0,67,88,38,12,66.33
7.88,5.23,44,58,77,68,1,63,68,4,9,74.32
5.22,9.27,96,90,73,91,1,30,96,54,2,70.57
6.6,5.29,100,35,59,71,1,79,68,13,19,82.98
6.8,8.1,88,76,63,49,0,76,39,39,5,75.41
5.66,9.18,80,66,61,34,0,7,70,20,6,51.79
6.08,5.5,17,90,73,4,1,19,34,5,13,46.04
5.61,9.69,67,95,70,0,0,45,46,40,5,56.36
